경마장,경주일,경주번호,경주거리,마번,경주마,프로그램최종예상순위,프로그램예상순위1,프로그램최근8경주기준예상순위,dark_score,복병코멘트
부산,20250601,3,1300,8,메가머신,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250601,6,1600,11,뱅뱅뱅,5,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250601,5,1400,10,하이폴리,6,3,8,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250601,9,1700,7,참좋은질주,5,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250601,11,2000,1,마이티칩,8,8,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250606,4,1800,8,스토미데이,5,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250606,5,1400,6,마더축제,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250607,1,1200,2,세명고스트,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250607,3,1400,1,민트플레이,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250607,4,1200,2,투아레그나인,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250607,7,1400,3,정문파파고,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250607,9,1200,7,코스모런,6,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250608,2,1300,3,랠리맨,5,4,5,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20250608,7,1800,4,소리태풍,4,4,9,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250608,1,1200,11,아메노,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250608,3,1200,7,그로우,8,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250608,4,1700,2,슈퍼블루문,5,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250608,5,1200,11,윈캐처,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250608,9,1800,3,홀리데이참,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250613,3,1600,4,골드마스크,6,7,4,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250613,5,1300,1,벌교의봄,6,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250613,6,1800,10,빅죠스,5,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250613,8,1600,6,베르다,8,8,10,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20250614,3,1700,8,선더럭키,4,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250614,5,1200,8,새로운가이,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250614,6,1200,9,금빛강호,7,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250615,2,1600,2,창창대로,7,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250615,4,1400,9,라온더천하,10,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250615,2,1300,3,논스톱열차,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250615,3,1400,3,빈체로킹,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250615,4,1400,6,문학축제,7,3,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250615,6,1800,2,킹고태양,6,2,8,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250615,7,1400,6,찬이고,8,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250615,8,2000,11,스톰파이터,6,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250615,9,1400,5,기분좋은말,10,8,10,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250615,10,1400,10,최고게임,9,10,10,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250620,1,1300,1,맘보시대,6,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250620,3,1400,1,오크리지,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250620,4,1200,6,레이스맨,5,11,5,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250622,2,1300,5,한남퀸,9,8,9,27.5,약함 27.5점 · 폼/연대OK/체중/부담안정
부산,20250622,3,1600,2,아델호랑이,6,2,7,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250622,5,1800,3,소리태풍,11,8,11,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250622,1,1200,5,큐피드월드,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250622,2,1300,5,블랙러시안,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250622,6,1700,6,비케이러브,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250622,11,1600,7,드림플레이,4,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250627,1,1400,1,석세스카우,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250627,5,1200,3,블랙웨이브,7,7,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250627,6,1300,4,딴봉퀸,4,2,6,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250627,7,1600,7,플라잉크라운,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250627,8,2000,2,비제이치프,9,10,7,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250628,1,1300,5,달빛소나타,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250628,2,1300,8,화이트로맨스,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250628,7,1600,8,엠지베스트,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250628,8,1800,11,럭키붐,4,2,6,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250628,9,1400,5,장비대운,5,7,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250629,3,1300,7,퀸앤드서브,9,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250629,4,1800,2,밀크데이,9,9,9,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
부산,20250629,5,1600,11,넘버원픽,4,1,7,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250629,6,1600,11,한강클래스,8,10,14,45.0,복병주의 45.0점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250629,5,1800,9,그래티튜드,6,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250629,6,1400,5,토호마켓,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250629,9,1200,10,매직주니어,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250629,10,1800,7,비전파워,6,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250704,2,1400,10,골드마스크,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250704,5,1600,10,캉캉스텝,7,3,9,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250704,7,1200,2,닥터카렌,4,7,3,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250706,3,1300,2,서귀스타,6,2,8,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250706,4,1600,10,쿨러닝,4,1,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250706,6,1400,6,킹애니데이,6,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250706,2,1400,8,포에틱누비,8,7,10,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250706,3,1300,4,글로벌함성,4,2,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250706,5,1700,7,골든볼,4,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250706,6,1700,10,나올대왕,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250706,7,1200,5,하남엘도라도,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250711,3,1600,11,골든스폿,9,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250711,8,1600,7,판타스틱우먼,4,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250712,3,1400,1,제너럴파워,8,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250712,6,1200,2,천구챗,6,5,9,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250712,7,1400,7,정상해돋이,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250712,8,1400,10,달맞이,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250713,4,1400,2,글로벌히로인,7,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250713,5,1400,11,붉은폭풍,6,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250713,7,1800,1,스카이함성,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250713,11,1400,8,거센반격,5,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250718,3,1600,6,승리찬사,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250718,7,1400,5,운주챌린지,6,4,6,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
서울,20250719,2,1300,10,스트롱보스,6,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250719,3,1300,7,그루퍼,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250719,5,1200,10,아마존킹,5,7,5,30.0,약함 30.0점 · 폼/연대OK/기수/조교OK
서울,20250719,8,1600,8,남산무적,6,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250719,9,1600,6,아르고리치,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250720,5,1800,11,에런다이트,6,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250720,3,1400,7,선갤런트,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250720,4,1200,8,컴플리트파티,8,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250720,6,1700,3,금성보스,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250720,7,1800,8,미스터파워,6,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250720,8,1600,10,토호스카이,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250726,1,1300,8,큐피드월드,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250726,3,1400,5,커맨드블루,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250726,4,1200,9,성실대로,8,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250727,4,1400,7,간다고,4,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250727,5,1300,5,쌍옥루,7,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250727,8,1300,10,정문파파고,5,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250727,10,1700,8,선더호스,10,9,11,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250727,12,1600,7,미스윈스타,7,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250727,14,1200,8,글로벌보배,4,3,8,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250801,2,1200,6,실버스톤,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250801,4,1300,6,석세스골드,9,7,10,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250801,8,1800,7,소드윙,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250801,9,1200,8,하늘으뜸,8,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250801,11,1400,4,메이드희망,8,7,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250801,12,1400,5,무등산,7,8,5,42.5,복병주의 42.5점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250801,13,1800,1,블랙팰컨,8,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250802,2,1300,5,환희뱅크,6,5,6,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
서울,20250802,4,1400,6,강철드래곤,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250802,5,1400,4,땡큐대천,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250802,8,1200,4,한강보스,7,6,10,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250803,1,1200,12,영파이터,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250803,3,1300,10,베스트샤크,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250803,8,1700,9,금악명장,4,2,4,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250803,9,1200,5,그레이찰리,4,4,4,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250803,14,1600,6,굿필승,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250809,9,1800,7,베르다,8,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250810,4,1400,3,스마트스마일,4,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250810,7,1800,6,일념신화,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250810,8,1800,4,바벨드리미,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250810,12,1400,11,스타대로,7,6,8,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20250815,3,1600,3,하이레벨,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250815,6,1600,8,타우루스킹,4,4,9,57.5,복병유력 57.5점 · 구간강점/평가불일치/폼/연대OK
부산,20250815,7,1300,7,광속마,7,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250815,8,2000,5,갤럭시로드,6,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250816,6,1700,8,인피니트아너,5,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250817,1,1200,1,태양으뜸,4,7,3,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250817,3,1800,10,파이널질주,6,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250817,4,1300,6,샤인볼트,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250817,7,1200,3,슈어니스,6,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250817,8,1200,2,환상의나라,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250817,11,1200,10,드리머위즈,7,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250822,6,1200,2,어메이징풋,5,5,5,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
서울,20250823,4,1300,4,선더마블,6,6,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250823,5,1700,11,최강현마,5,3,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250823,6,1400,5,드림릿지,4,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250823,8,1800,3,스피디루키,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250823,9,1400,7,위즈캠페인,4,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250823,10,1400,3,엠제이베스트,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250824,1,1200,8,탑큐,6,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250824,2,1300,1,대성돌풍,9,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250824,3,1400,3,팬텀킹,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250824,4,1600,2,세광라이트,5,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250824,5,1200,2,삼바스텝,6,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250824,6,2000,7,플라잉더챔프,4,2,9,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250824,2,1300,7,턴테이블,8,8,9,17.5,약함 17.5점 · 폼/연대OK
서울,20250824,4,1400,5,맥스파티,7,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250824,5,1300,2,럭키데이,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250824,10,1400,9,힐링헤이븐,6,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250824,11,2000,3,글로벌삭스,5,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250829,2,1400,8,명품플레이,5,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250829,4,1800,11,바벨모모,7,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250830,3,1200,2,캐롤챗,4,4,4,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250830,5,1800,4,빛나는질주,5,4,9,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250830,6,1400,2,송당황태자,7,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250830,7,1200,5,거센빅맨,4,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250830,9,1600,3,드래곤킹덤,7,9,7,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20250830,10,1800,8,머스탱파워,5,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250831,2,1300,3,한남퀸,6,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250831,3,1400,3,진주빛,7,6,8,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20250831,4,1800,7,블루포인트,6,3,5,30.0,약함 30.0점 · 폼/연대OK/기수/조교OK
부산,20250831,6,1400,2,윈드위너,7,3,8,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250831,1,1300,1,내게로와줘,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250831,2,1300,8,해맞이,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250831,7,1700,7,레전드와우,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250831,10,1200,7,네모프린스,9,8,10,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250831,11,1200,2,와우와우,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250905,3,1400,4,운주매직,6,5,8,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250905,5,1200,4,블랙웨이브,7,6,10,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250905,6,1800,9,카우라인,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250905,7,1600,7,서귀오름,6,4,8,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250905,8,1400,6,맥스더드래건,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250906,2,1300,4,그랜드파크,7,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250906,6,1400,10,더플레이어,6,5,8,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250906,11,1400,3,민트플레이,7,8,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250907,2,1300,8,그레이트스타,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250907,3,1600,7,서울드래곤,6,2,7,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250907,5,1400,10,대길히어로,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250907,6,1800,9,바람바람,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250907,1,1200,4,블리스스타,4,6,3,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250907,3,1700,6,뷰티풀화성,8,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250907,4,1300,2,섬돌모루,4,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250907,6,1200,7,금성여제,9,7,8,37.5,약함 37.5점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20250907,7,1200,11,슈퍼피니시,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250907,9,1700,8,자체발광,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250907,10,1800,2,금세다,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250912,4,1200,2,메가플레이,9,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250912,7,1200,6,블루스카이,7,6,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250912,8,1600,9,희망캔디,4,8,3,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250913,5,1400,3,선갤런트,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250913,6,1800,4,빛나는질주,4,2,6,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250913,7,1700,1,월드조이,4,7,3,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250913,8,1200,8,픽처,6,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250914,3,1300,1,광속마,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250914,3,1300,9,섬싱다크,7,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
